[5/11/2015 - 13:26:14] (::1|)  => 
[20/11/2015 - 13:37:53] (::1|)  => demo/favicon.ico
[20/11/2015 - 13:37:53] (::1|)  => /demo/favicon.ico
[20/11/2015 - 13:37:53] (::1|)  => demo/favicon.ico
[20/11/2015 - 13:37:55] (::1|)  => /demo/t2/multiple
[20/11/2015 - 13:37:55] (::1|)  => demo/t2/multiple
[20/11/2015 - 13:37:55] (::1|)  => array (
  'prevform' => 
  array (
    487520225756078080 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_ACCORD.xml',
      'content' => 'Accord des partenaires sur les structures jackets comme prévues initialement. Le feu vert doit être donné...
',
      'annotated' => '/home/paul/projects/custom/cpm/data/demo_pap/xml/ACCORD.xml',
    ),
  ),
)
[20/11/2015 - 13:37:55] (::1|)  => array (
)
[20/11/2015 - 13:37:55] (::1|)  => /demo/t2/favicon.ico
[20/11/2015 - 13:37:55] (::1|)  => demo/t2/favicon.ico
[20/11/2015 - 13:37:55] (::1|)  => array (
  'prevform' => 
  array (
    489138712732008448 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INSATISFACTION.xml',
      'content' => '@MisterC00l Il manque l\'écosystème Apple :)
',
      'annotated' => '/home/paul/projects/custom/cpm/data/demo_pap/xml/INSATISFACTION.xml',
    ),
    489022527130591232 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_ACCORD.xml',
      'content' => '@EDFofficiel reçoit l\'approbation du gouvernement pour la construction d\'une centrale #électrique -
',
      'annotated' => '/home/paul/projects/custom/cpm/data/demo_pap/xml/ACCORD.xml',
    ),
    490038666421895168 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_ENNUI.xml',
      'content' => 'je ressent enfin le réchauffement climatique en action :) RT @NoraGaspard: Ça vous ennuie si j\'enlève mes chaussures ? Mon chemisier ?
',
      'annotated' => '/home/paul/projects/custom/cpm/data/demo_pap/xml/ENNUI.xml',
    ),
    490040105097506816 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => '#DD Les entreprises et les consommateurs ne seraient pas sur la même longueur d\'onde
',
      'annotated' => '/home/paul/projects/custom/cpm/data/demo_pap/xml/INFORMATION.xml',
    ),
  ),
)
[20/11/2015 - 13:37:55] (::1|)  => array (
)
[20/11/2015 - 13:37:55] (::1|)  => /demo/t2/favicon.ico
[20/11/2015 - 13:37:55] (::1|)  => demo/t2/favicon.ico
[20/11/2015 - 13:37:55] (::1|)  => array (
  'prevform' => 
  array (
    489714612972318720 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_DEVALORISATION.xml',
      'content' => '[News] Google multiplie les erreurs pour le lancement de son écosystème Android Wear
',
      'annotated' => '/home/paul/projects/custom/cpm/data/demo_pap/xml/DEVALORISATION.xml',
    ),
  ),
)
[20/11/2015 - 13:37:55] (::1|)  => array (
)
<<<<<<< HEAD
[25/11/2015 - 15:54:26] (::1|)  => NULL
[25/11/2015 - 15:57:8] (::1|)  => array (
  0 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'VOID' => 
      stdClass::__set_state(array(
         'type' => 'VAL',
         'value' => '${_MAP.stanford-parser.OUT}',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'CORPUS' => 
      stdClass::__set_state(array(
         'type' => 'DIR',
      )),
    )),
     'name' => 'pipeline-test',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_MAP' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'IN' => '$CORPUS',
             'RUN' => 
            array (
              0 => 
              stdClass::__set_state(array(
                 'stanford-parser' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'IN' => '$_',
                     'OUT_DIR' => '$_RUN_DIR',
                  )),
                )),
              )),
              1 => 
              stdClass::__set_state(array(
                 'test=_CMD' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'DOCKERFILE' => 'base_cpm_shell',
                     'SERVICE' => 'false',
                     'CMD' => 'echo \'${stanford-parser.OUT:basename}\' > $_RUN_DIR/${stanford-parser.OUT:basename}.txt',
                  )),
                )),
              )),
              2 => 
              stdClass::__set_state(array(
                 'foo' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'IN' => '$_',
                  )),
                )),
              )),
            ),
          )),
        )),
      )),
      1 => 
      stdClass::__set_state(array(
         'merge=_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'cat ${_MAP.stanford-parser.OUT} > $_RUN_DIR/merged.xml',
          )),
        )),
      )),
    ),
     'desc' => 'test de pipeline',
  )),
  1 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
         'value' => '$_RUN_DIR/out.xml',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'corenlp-server',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => '$_DEF_DIR/Dockerfile',
             'SERVICE' => 'true',
             'CMD' => 'python $_DEF_DIR/src/main/python/client.py $IN > $_RUN_DIR/out.xml',
          )),
        )),
      )),
    ),
     'desc' => 'stanford core nlp server mode test',
  )),
  2 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'CORPUS_MODIFIED' => 
      stdClass::__set_state(array(
         'schema' => 'text',
         'type' => 'DIR',
         'value' => '$CORPUS',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'SEED' => 
      stdClass::__set_state(array(
         'schema' => 'brat_annotation',
         'type' => 'FILE',
      )),
       'CORPUS' => 
      stdClass::__set_state(array(
         'schema' => 'text',
         'type' => 'DIR',
      )),
    )),
     'name' => 'brat_propagate',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'perl propagation.pl -r $CORPUS -s $SEED',
          )),
        )),
      )),
    ),
  )),
  3 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'format' => 'unknown',
         'type' => 'FILE',
         'value' => '$OUT_DIR/${IN:basename}.xml',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
         'desc' => 'File to be annotated',
      )),
       'OUT_DIR' => 
      stdClass::__set_state(array(
         'type' => 'DIR',
         'value' => '$_RUN_DIR',
      )),
    )),
     'name' => 'stanford-parser',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => '$_DEF_DIR/Dockerfile',
             'SERVICE' => 'false',
             'CMD' => '$_DEF_DIR/stanford-parser-full-2015-04-20/lexparser.sh $IN > $OUT_DIR/${IN:basename}.xml',
          )),
        )),
      )),
    ),
     'desc' => 'The stanford parser',
  )),
  4 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'VOID' => 
      stdClass::__set_state(array(
         'type' => 'VAL',
         'value' => 'ok',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'pipeline-test0',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         'stanford-parser' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'IN' => '$IN',
             'OUT_DIR' => '$_RUN_DIR',
          )),
        )),
      )),
      1 => 
      stdClass::__set_state(array(
         'test=_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'dd echo \'${stanford-parser.OUT:basename}\' > $_RUN_DIR/test.txt',
          )),
        )),
      )),
    ),
     'desc' => 'test de pipeline',
  )),
  5 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
         'value' => '$_RUN_DIR/tweets.json',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'tweetparse@jose',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => '$_DEF_DIR/Dockerfile',
             'SERVICE' => 'false',
             'CMD' => 'python $_DEF_DIR/twitter-crawler_copy/getTwitterIds.py $IN > $_RUN_DIR/tweets.json',
          )),
        )),
      )),
    ),
     'desc' => 'crawl some tweets',
  )),
  6 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'type' => 'FILE*',
         'value' => 
        array (
          0 => '$_RUN_DIR/foo1',
          1 => '$_RUN_DIR/foo2',
          2 => '$_RUN_DIR/foo3',
        ),
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'foo',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'echo "foo1" > $_RUN_DIR/foo1; echo "foo2" > $_RUN_DIR/foo2; echo "foo3" > $_RUN_DIR/foo3;',
          )),
        )),
      )),
    ),
     'desc' => 'foo module for testing purposes',
  )),
)
[25/11/2015 - 15:58:8] (::1|)  => array (
  0 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'VOID' => 
      stdClass::__set_state(array(
         'type' => 'VAL',
         'value' => '${_MAP.stanford-parser.OUT}',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'CORPUS' => 
      stdClass::__set_state(array(
         'type' => 'DIR',
      )),
    )),
     'name' => 'pipeline-test',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_MAP' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'IN' => '$CORPUS',
             'RUN' => 
            array (
              0 => 
              stdClass::__set_state(array(
                 'stanford-parser' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'IN' => '$_',
                     'OUT_DIR' => '$_RUN_DIR',
                  )),
                )),
              )),
              1 => 
              stdClass::__set_state(array(
                 'test=_CMD' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'DOCKERFILE' => 'base_cpm_shell',
                     'SERVICE' => 'false',
                     'CMD' => 'echo \'${stanford-parser.OUT:basename}\' > $_RUN_DIR/${stanford-parser.OUT:basename}.txt',
                  )),
                )),
              )),
              2 => 
              stdClass::__set_state(array(
                 'foo' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'IN' => '$_',
                  )),
                )),
              )),
            ),
          )),
        )),
      )),
      1 => 
      stdClass::__set_state(array(
         'merge=_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'cat ${_MAP.stanford-parser.OUT} > $_RUN_DIR/merged.xml',
          )),
        )),
      )),
    ),
     'desc' => 'test de pipeline',
  )),
  1 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
         'value' => '$_RUN_DIR/out.xml',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'corenlp-server',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => '$_DEF_DIR/Dockerfile',
             'SERVICE' => 'true',
             'CMD' => 'python $_DEF_DIR/src/main/python/client.py $IN > $_RUN_DIR/out.xml',
          )),
        )),
      )),
    ),
     'desc' => 'stanford core nlp server mode test',
  )),
  2 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'CORPUS_MODIFIED' => 
      stdClass::__set_state(array(
         'schema' => 'text',
         'type' => 'DIR',
         'value' => '$CORPUS',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'SEED' => 
      stdClass::__set_state(array(
         'schema' => 'brat_annotation',
         'type' => 'FILE',
      )),
       'CORPUS' => 
      stdClass::__set_state(array(
         'schema' => 'text',
         'type' => 'DIR',
      )),
    )),
     'name' => 'brat_propagate',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'perl propagation.pl -r $CORPUS -s $SEED',
          )),
        )),
      )),
    ),
  )),
  3 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'format' => 'unknown',
         'type' => 'FILE',
         'value' => '$OUT_DIR/${IN:basename}.xml',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
         'desc' => 'File to be annotated',
      )),
       'OUT_DIR' => 
      stdClass::__set_state(array(
         'type' => 'DIR',
         'value' => '$_RUN_DIR',
      )),
    )),
     'name' => 'stanford-parser',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => '$_DEF_DIR/Dockerfile',
             'SERVICE' => 'false',
             'CMD' => '$_DEF_DIR/stanford-parser-full-2015-04-20/lexparser.sh $IN > $OUT_DIR/${IN:basename}.xml',
          )),
        )),
      )),
    ),
     'desc' => 'The stanford parser',
  )),
  4 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'VOID' => 
      stdClass::__set_state(array(
         'type' => 'VAL',
         'value' => 'ok',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'pipeline-test0',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         'stanford-parser' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'IN' => '$IN',
             'OUT_DIR' => '$_RUN_DIR',
          )),
        )),
      )),
      1 => 
      stdClass::__set_state(array(
         'test=_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'dd echo \'${stanford-parser.OUT:basename}\' > $_RUN_DIR/test.txt',
          )),
        )),
      )),
    ),
     'desc' => 'test de pipeline',
  )),
  5 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
         'value' => '$_RUN_DIR/tweets.json',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'tweetparse@jose',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => '$_DEF_DIR/Dockerfile',
             'SERVICE' => 'false',
             'CMD' => 'python $_DEF_DIR/twitter-crawler_copy/getTwitterIds.py $IN > $_RUN_DIR/tweets.json',
          )),
        )),
      )),
    ),
     'desc' => 'crawl some tweets',
  )),
  6 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'type' => 'FILE*',
         'value' => 
        array (
          0 => '$_RUN_DIR/foo1',
          1 => '$_RUN_DIR/foo2',
          2 => '$_RUN_DIR/foo3',
        ),
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'foo',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'echo "foo1" > $_RUN_DIR/foo1; echo "foo2" > $_RUN_DIR/foo2; echo "foo3" > $_RUN_DIR/foo3;',
          )),
        )),
      )),
    ),
     'desc' => 'foo module for testing purposes',
  )),
)
[25/11/2015 - 15:58:37] (::1|)  => array (
  0 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'VOID' => 
      stdClass::__set_state(array(
         'type' => 'VAL',
         'value' => '${_MAP.stanford-parser.OUT}',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'CORPUS' => 
      stdClass::__set_state(array(
         'type' => 'DIR',
      )),
    )),
     'name' => 'pipeline-test',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_MAP' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'IN' => '$CORPUS',
             'RUN' => 
            array (
              0 => 
              stdClass::__set_state(array(
                 'stanford-parser' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'IN' => '$_',
                     'OUT_DIR' => '$_RUN_DIR',
                  )),
                )),
              )),
              1 => 
              stdClass::__set_state(array(
                 'test=_CMD' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'DOCKERFILE' => 'base_cpm_shell',
                     'SERVICE' => 'false',
                     'CMD' => 'echo \'${stanford-parser.OUT:basename}\' > $_RUN_DIR/${stanford-parser.OUT:basename}.txt',
                  )),
                )),
              )),
              2 => 
              stdClass::__set_state(array(
                 'foo' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'IN' => '$_',
                  )),
                )),
              )),
            ),
          )),
        )),
      )),
      1 => 
      stdClass::__set_state(array(
         'merge=_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'cat ${_MAP.stanford-parser.OUT} > $_RUN_DIR/merged.xml',
          )),
        )),
      )),
    ),
     'desc' => 'test de pipeline',
  )),
  1 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
         'value' => '$_RUN_DIR/out.xml',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'corenlp-server',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => '$_DEF_DIR/Dockerfile',
             'SERVICE' => 'true',
             'CMD' => 'python $_DEF_DIR/src/main/python/client.py $IN > $_RUN_DIR/out.xml',
          )),
        )),
      )),
    ),
     'desc' => 'stanford core nlp server mode test',
  )),
  2 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'CORPUS_MODIFIED' => 
      stdClass::__set_state(array(
         'schema' => 'text',
         'type' => 'DIR',
         'value' => '$CORPUS',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'SEED' => 
      stdClass::__set_state(array(
         'schema' => 'brat_annotation',
         'type' => 'FILE',
      )),
       'CORPUS' => 
      stdClass::__set_state(array(
         'schema' => 'text',
         'type' => 'DIR',
      )),
    )),
     'name' => 'brat_propagate',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'perl propagation.pl -r $CORPUS -s $SEED',
          )),
        )),
      )),
    ),
  )),
  3 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'format' => 'unknown',
         'type' => 'FILE',
         'value' => '$OUT_DIR/${IN:basename}.xml',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
         'desc' => 'File to be annotated',
      )),
       'OUT_DIR' => 
      stdClass::__set_state(array(
         'type' => 'DIR',
         'value' => '$_RUN_DIR',
      )),
    )),
     'name' => 'stanford-parser',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => '$_DEF_DIR/Dockerfile',
             'SERVICE' => 'false',
             'CMD' => '$_DEF_DIR/stanford-parser-full-2015-04-20/lexparser.sh $IN > $OUT_DIR/${IN:basename}.xml',
          )),
        )),
      )),
    ),
     'desc' => 'The stanford parser',
  )),
  4 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'VOID' => 
      stdClass::__set_state(array(
         'type' => 'VAL',
         'value' => 'ok',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'pipeline-test0',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         'stanford-parser' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'IN' => '$IN',
             'OUT_DIR' => '$_RUN_DIR',
          )),
        )),
      )),
      1 => 
      stdClass::__set_state(array(
         'test=_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'dd echo \'${stanford-parser.OUT:basename}\' > $_RUN_DIR/test.txt',
          )),
        )),
      )),
    ),
     'desc' => 'test de pipeline',
  )),
  5 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
         'value' => '$_RUN_DIR/tweets.json',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'tweetparse@jose',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => '$_DEF_DIR/Dockerfile',
             'SERVICE' => 'false',
             'CMD' => 'python $_DEF_DIR/twitter-crawler_copy/getTwitterIds.py $IN > $_RUN_DIR/tweets.json',
          )),
        )),
      )),
    ),
     'desc' => 'crawl some tweets',
  )),
  6 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'type' => 'FILE*',
         'value' => 
        array (
          0 => '$_RUN_DIR/foo1',
          1 => '$_RUN_DIR/foo2',
          2 => '$_RUN_DIR/foo3',
        ),
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'foo',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'echo "foo1" > $_RUN_DIR/foo1; echo "foo2" > $_RUN_DIR/foo2; echo "foo3" > $_RUN_DIR/foo3;',
          )),
        )),
      )),
    ),
     'desc' => 'foo module for testing purposes',
  )),
)
[25/11/2015 - 15:58:50] (::1|)  => array (
  0 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'VOID' => 
      stdClass::__set_state(array(
         'type' => 'VAL',
         'value' => '${_MAP.stanford-parser.OUT}',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'CORPUS' => 
      stdClass::__set_state(array(
         'type' => 'DIR',
      )),
    )),
     'name' => 'pipeline-test',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_MAP' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'IN' => '$CORPUS',
             'RUN' => 
            array (
              0 => 
              stdClass::__set_state(array(
                 'stanford-parser' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'IN' => '$_',
                     'OUT_DIR' => '$_RUN_DIR',
                  )),
                )),
              )),
              1 => 
              stdClass::__set_state(array(
                 'test=_CMD' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'DOCKERFILE' => 'base_cpm_shell',
                     'SERVICE' => 'false',
                     'CMD' => 'echo \'${stanford-parser.OUT:basename}\' > $_RUN_DIR/${stanford-parser.OUT:basename}.txt',
                  )),
                )),
              )),
              2 => 
              stdClass::__set_state(array(
                 'foo' => 
                stdClass::__set_state(array(
                   'input' => 
                  stdClass::__set_state(array(
                     'IN' => '$_',
                  )),
                )),
              )),
            ),
          )),
        )),
      )),
      1 => 
      stdClass::__set_state(array(
         'merge=_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => 'base_cpm_shell',
             'SERVICE' => 'false',
             'CMD' => 'cat ${_MAP.stanford-parser.OUT} > $_RUN_DIR/merged.xml',
          )),
        )),
      )),
    ),
     'desc' => 'test de pipeline',
  )),
  1 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'OUT' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
         'value' => '$_RUN_DIR/out.xml',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'IN' => 
      stdClass::__set_state(array(
         'type' => 'FILE',
      )),
    )),
     'name' => 'corenlp-server',
     'exec' => 
    array (
      0 => 
      stdClass::__set_state(array(
         '_CMD' => 
        stdClass::__set_state(array(
           'input' => 
          stdClass::__set_state(array(
             'DOCKERFILE' => '$_DEF_DIR/Dockerfile',
             'SERVICE' => 'true',
             'CMD' => 'python $_DEF_DIR/src/main/python/client.py $IN > $_RUN_DIR/out.xml',
          )),
        )),
      )),
    ),
     'desc' => 'stanford core nlp server mode test',
  )),
  2 => 
  stdClass::__set_state(array(
     'output' => 
    stdClass::__set_state(array(
       'CORPUS_MODIFIED' => 
      stdClass::__set_state(array(
         'schema' => 'text',
         'type' => 'DIR',
         'value' => '$CORPUS',
      )),
    )),
     'input' => 
    stdClass::__set_state(array(
       'SEED' => 
      stdClass::__set_state(array(
         'schema' => 'brat_annotation',
         'type' => 'FILE',
      )),
       'CORPUS' => 
      stdClass::__set_state(array(
         'schema' => 'text',
